,Experiment Description,Data Definition,Well Substrate,Data Value,Data Submitter
3163,b3867 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.14,Blattner Laboratory
3164,b3870 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.15,Blattner Laboratory
3165,b3892 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.17,Blattner Laboratory
3166,b3893 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.16,Blattner Laboratory
3167,b3894 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.17,Blattner Laboratory
3168,b3902 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.16,Blattner Laboratory
3169,b3903 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.16,Blattner Laboratory
3170,b3904 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.15,Blattner Laboratory
3171,b3908 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.17,Blattner Laboratory
3172,b3909 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.17,Blattner Laboratory
3173,b3916 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.15,Blattner Laboratory
3174,b3917 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.15,Blattner Laboratory
3175,b3919 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.21,Blattner Laboratory
3176,b3924 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.15,Blattner Laboratory
3177,b3925 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.15,Blattner Laboratory
3178,b3926 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.21,Blattner Laboratory
3179,b3927 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.22,Blattner Laboratory
3180,b3930 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.16,Blattner Laboratory
3181,b3942 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.17,Blattner Laboratory
3182,b3945 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.16,Blattner Laboratory
3183,b3952 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.14,Blattner Laboratory
3184,b3957 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.17,Blattner Laboratory
3185,b3958 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.17,Blattner Laboratory
3186,b3959 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.16,Blattner Laboratory
3187,b3991 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.14,Blattner Laboratory
3188,b3992 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.15,Blattner Laboratory
3189,b3993 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.15,Blattner Laboratory
3190,b3994 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.14,Blattner Laboratory
3191,b4005 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.16,Blattner Laboratory
3192,b4006 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.16,Blattner Laboratory
3193,b4013 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.16,Blattner Laboratory
3194,b4025 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.17,Blattner Laboratory
3195,b4033 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.16,Blattner Laboratory
3196,b4035 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.18,Blattner Laboratory
3197,b4039 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.17,Blattner Laboratory
3198,b4041 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.19,Blattner Laboratory
3199,b4054 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.19,Blattner Laboratory
3200,b4070 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.19,Blattner Laboratory
3201,b4071 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.25,Blattner Laboratory
3202,b4072 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.15,Blattner Laboratory
3203,b4073 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.17,Blattner Laboratory
3204,b4090 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.21,Blattner Laboratory
3205,b4094 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.16,Blattner Laboratory
3206,b4095 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.15,Blattner Laboratory
3207,b4096 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.17,Blattner Laboratory
3208,b4100 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.18,Blattner Laboratory
3209,b4104 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.21,Blattner Laboratory
3210,b4105 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.2,Blattner Laboratory
3211,b4106 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.24,Blattner Laboratory
3212,b4111 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.2,Blattner Laboratory
3213,b4117 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.15,Blattner Laboratory
3214,b4119 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.18,Blattner Laboratory
3215,b4120 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.18,Blattner Laboratory
3216,b4129 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.18,Blattner Laboratory
3217,b4138 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.19,Blattner Laboratory
3218,b4173 mutant Biolog assay,OD600 growth,"D,L-Carnitine",0.19,Blattner Laboratory
3219,b3091 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.48,Blattner Laboratory
3220,b3093 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.55,Blattner Laboratory
3221,b3132 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.25,Blattner Laboratory
3222,b3137 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.6,Blattner Laboratory
3223,b3161 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.31,Blattner Laboratory
3224,b3172 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",0.37,Blattner Laboratory
3225,b3213 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.35,Blattner Laboratory
3226,b3224 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.1,Blattner Laboratory
3227,b3225 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.69,Blattner Laboratory
3228,b3236 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",0.71,Blattner Laboratory
3229,b3265 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.54,Blattner Laboratory
3230,b3336 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.78,Blattner Laboratory
3231,b3359 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.62,Blattner Laboratory
3232,b3396 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.25,Blattner Laboratory
3233,b3403 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.97,Blattner Laboratory
3234,b3409 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.61,Blattner Laboratory
3235,b3415 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.69,Blattner Laboratory
3236,b3416 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.23,Blattner Laboratory
3237,b3426 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.53,Blattner Laboratory
3238,b3429 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.46,Blattner Laboratory
3239,b3430 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.34,Blattner Laboratory
3240,b3431 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.9,Blattner Laboratory
3241,b3437 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.35,Blattner Laboratory
3242,b3450 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.56,Blattner Laboratory
3243,b3451 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.38,Blattner Laboratory
3244,b3454 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.42,Blattner Laboratory
3245,b3456 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.19,Blattner Laboratory
3246,b3500 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",2.11,Blattner Laboratory
3247,b3517 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.83,Blattner Laboratory
3248,b3519 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",2.13,Blattner Laboratory
3249,b3542 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.95,Blattner Laboratory
3250,b3543 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.75,Blattner Laboratory
3251,b3544 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.62,Blattner Laboratory
3252,b3551 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.67,Blattner Laboratory
3253,b3564 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.68,Blattner Laboratory
3254,b3565 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.99,Blattner Laboratory
3255,b3566 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.72,Blattner Laboratory
3256,b3567 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.61,Blattner Laboratory
3257,b3568 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.86,Blattner Laboratory
3258,b3571 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.46,Blattner Laboratory
3259,b3572 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.74,Blattner Laboratory
3260,b3580 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.51,Blattner Laboratory
3261,b3588 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",2.02,Blattner Laboratory
3262,b3600 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.84,Blattner Laboratory
3263,b3603 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.74,Blattner Laboratory
3264,b3605 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.57,Blattner Laboratory
3265,b3653 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.59,Blattner Laboratory
3266,b3671 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.59,Blattner Laboratory
3267,b3721 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.77,Blattner Laboratory
3268,b3725 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.89,Blattner Laboratory
3269,b3731 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.13,Blattner Laboratory
3270,b3750 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.55,Blattner Laboratory
3271,b3751 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.84,Blattner Laboratory
3272,b3771 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",0.72,Blattner Laboratory
3273,b3787 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.53,Blattner Laboratory
3274,b3789 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.65,Blattner Laboratory
3275,b3806 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.05,Blattner Laboratory
3276,b3821 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.69,Blattner Laboratory
3277,b3829 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",0.92,Blattner Laboratory
3278,b3831 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.76,Blattner Laboratory
3279,b3849 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.55,Blattner Laboratory
3280,b3857 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",2.35,Blattner Laboratory
3281,b3860 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.17,Blattner Laboratory
3282,b3867 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.77,Blattner Laboratory
3283,b3870 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.9,Blattner Laboratory
3284,b3892 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.86,Blattner Laboratory
3285,b3893 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.82,Blattner Laboratory
3286,b3894 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.41,Blattner Laboratory
3287,b3902 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.77,Blattner Laboratory
3288,b3903 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.84,Blattner Laboratory
3289,b3904 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.76,Blattner Laboratory
3290,b3908 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.65,Blattner Laboratory
3291,b3909 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.73,Blattner Laboratory
3292,b3916 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",2.04,Blattner Laboratory
3293,b3917 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.43,Blattner Laboratory
3294,b3919 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.83,Blattner Laboratory
3295,b3924 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.97,Blattner Laboratory
3296,b3925 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.42,Blattner Laboratory
3297,b3926 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.48,Blattner Laboratory
3298,b3927 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.47,Blattner Laboratory
3299,b3930 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.66,Blattner Laboratory
3300,b3942 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.41,Blattner Laboratory
3301,b3945 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.56,Blattner Laboratory
3302,b3946 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.56,Blattner Laboratory
3303,b3952 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.7,Blattner Laboratory
3304,b3957 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",0.6,Blattner Laboratory
3305,b3958 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",0.71,Blattner Laboratory
3306,b3959 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",0.56,Blattner Laboratory
3307,b3991 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.61,Blattner Laboratory
3308,b3992 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.7,Blattner Laboratory
3309,b3993 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.72,Blattner Laboratory
3310,b3994 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.71,Blattner Laboratory
3311,b4005 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.77,Blattner Laboratory
3312,b4006 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.21,Blattner Laboratory
3313,b4013 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",0.85,Blattner Laboratory
3314,b4025 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.62,Blattner Laboratory
3315,b4033 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.24,Blattner Laboratory
3316,b4035 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.87,Blattner Laboratory
3317,b4039 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.83,Blattner Laboratory
3318,b4041 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.71,Blattner Laboratory
3319,b4054 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.68,Blattner Laboratory
3320,b4070 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.78,Blattner Laboratory
3321,b4071 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.53,Blattner Laboratory
3322,b4072 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.69,Blattner Laboratory
3323,b4073 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.66,Blattner Laboratory
3324,b4090 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.64,Blattner Laboratory
3325,b4094 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.73,Blattner Laboratory
3326,b4095 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.52,Blattner Laboratory
3327,b4096 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.58,Blattner Laboratory
3328,b4100 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.74,Blattner Laboratory
3329,b4104 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",2.0,Blattner Laboratory
3330,b4105 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.77,Blattner Laboratory
3331,b4106 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.81,Blattner Laboratory
3332,b4111 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.64,Blattner Laboratory
3333,b4117 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.88,Blattner Laboratory
3334,b4119 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.53,Blattner Laboratory
3335,b4120 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.89,Blattner Laboratory
3336,b4129 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.86,Blattner Laboratory
3337,b4138 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.84,Blattner Laboratory
3338,b4173 mutant Biolog assay,OD600 growth,"D,L-Malic Acid",1.76,Blattner Laboratory
3339,b3091 mutant Biolog assay,OD600 growth,D-(+)-Glucose,0.93,Blattner Laboratory
3340,b3093 mutant Biolog assay,OD600 growth,D-(+)-Glucose,0.97,Blattner Laboratory
3341,b3132 mutant Biolog assay,OD600 growth,D-(+)-Glucose,1.12,Blattner Laboratory
3342,b3137 mutant Biolog assay,OD600 growth,D-(+)-Glucose,1.09,Blattner Laboratory
3343,b3161 mutant Biolog assay,OD600 growth,D-(+)-Glucose,1.01,Blattner Laboratory
3344,b3172 mutant Biolog assay,OD600 growth,D-(+)-Glucose,0.12,Blattner Laboratory
3345,b3213 mutant Biolog assay,OD600 growth,D-(+)-Glucose,0.94,Blattner Laboratory
3346,b3224 mutant Biolog assay,OD600 growth,D-(+)-Glucose,1.09,Blattner Laboratory
3347,b3225 mutant Biolog assay,OD600 growth,D-(+)-Glucose,1.6,Blattner Laboratory
3348,b3236 mutant Biolog assay,OD600 growth,D-(+)-Glucose,0.19,Blattner Laboratory
3349,b3265 mutant Biolog assay,OD600 growth,D-(+)-Glucose,1.45,Blattner Laboratory
3350,b3336 mutant Biolog assay,OD600 growth,D-(+)-Glucose,1.0,Blattner Laboratory
3351,b3359 mutant Biolog assay,OD600 growth,D-(+)-Glucose,1.4,Blattner Laboratory
3352,b3396 mutant Biolog assay,OD600 growth,D-(+)-Glucose,0.41,Blattner Laboratory
3353,b3403 mutant Biolog assay,OD600 growth,D-(+)-Glucose,1.26,Blattner Laboratory
3354,b3409 mutant Biolog assay,OD600 growth,D-(+)-Glucose,1.28,Blattner Laboratory
3355,b3415 mutant Biolog assay,OD600 growth,D-(+)-Glucose,1.55,Blattner Laboratory
3356,b3416 mutant Biolog assay,OD600 growth,D-(+)-Glucose,1.52,Blattner Laboratory
3357,b3426 mutant Biolog assay,OD600 growth,D-(+)-Glucose,1.55,Blattner Laboratory
3358,b3429 mutant Biolog assay,OD600 growth,D-(+)-Glucose,1.1,Blattner Laboratory
3359,b3430 mutant Biolog assay,OD600 growth,D-(+)-Glucose,1.41,Blattner Laboratory
3360,b3431 mutant Biolog assay,OD600 growth,D-(+)-Glucose,1.57,Blattner Laboratory
3361,b3437 mutant Biolog assay,OD600 growth,D-(+)-Glucose,0.11,Blattner Laboratory
3362,b3450 mutant Biolog assay,OD600 growth,D-(+)-Glucose,1.24,Blattner Laboratory
3363,b3451 mutant Biolog assay,OD600 growth,D-(+)-Glucose,0.99,Blattner Laboratory
3364,b3454 mutant Biolog assay,OD600 growth,D-(+)-Glucose,1.14,Blattner Laboratory
3365,b3456 mutant Biolog assay,OD600 growth,D-(+)-Glucose,0.13,Blattner Laboratory
3366,b3500 mutant Biolog assay,OD600 growth,D-(+)-Glucose,1.03,Blattner Laboratory
3367,b3517 mutant Biolog assay,OD600 growth,D-(+)-Glucose,1.56,Blattner Laboratory
3368,b3519 mutant Biolog assay,OD600 growth,D-(+)-Glucose,1.37,Blattner Laboratory
3369,b3542 mutant Biolog assay,OD600 growth,D-(+)-Glucose,1.55,Blattner Laboratory
3370,b3543 mutant Biolog assay,OD600 growth,D-(+)-Glucose,1.62,Blattner Laboratory
3371,b3544 mutant Biolog assay,OD600 growth,D-(+)-Glucose,1.32,Blattner Laboratory
3372,b3551 mutant Biolog assay,OD600 growth,D-(+)-Glucose,1.22,Blattner Laboratory
3373,b3564 mutant Biolog assay,OD600 growth,D-(+)-Glucose,1.1,Blattner Laboratory
3374,b3565 mutant Biolog assay,OD600 growth,D-(+)-Glucose,1.35,Blattner Laboratory
3375,b3566 mutant Biolog assay,OD600 growth,D-(+)-Glucose,1.39,Blattner Laboratory
3376,b3567 mutant Biolog assay,OD600 growth,D-(+)-Glucose,1.4,Blattner Laboratory
3377,b3568 mutant Biolog assay,OD600 growth,D-(+)-Glucose,0.94,Blattner Laboratory
3378,b3571 mutant Biolog assay,OD600 growth,D-(+)-Glucose,1.34,Blattner Laboratory
3379,b3572 mutant Biolog assay,OD600 growth,D-(+)-Glucose,1.69,Blattner Laboratory
3380,b3580 mutant Biolog assay,OD600 growth,D-(+)-Glucose,1.37,Blattner Laboratory
3381,b3588 mutant Biolog assay,OD600 growth,D-(+)-Glucose,1.54,Blattner Laboratory
3382,b3600 mutant Biolog assay,OD600 growth,D-(+)-Glucose,1.41,Blattner Laboratory
3383,b3603 mutant Biolog assay,OD600 growth,D-(+)-Glucose,1.17,Blattner Laboratory
3384,b3605 mutant Biolog assay,OD600 growth,D-(+)-Glucose,1.16,Blattner Laboratory
3385,b3653 mutant Biolog assay,OD600 growth,D-(+)-Glucose,0.99,Blattner Laboratory
3386,b3671 mutant Biolog assay,OD600 growth,D-(+)-Glucose,1.23,Blattner Laboratory
3387,b3721 mutant Biolog assay,OD600 growth,D-(+)-Glucose,1.45,Blattner Laboratory
3388,b3725 mutant Biolog assay,OD600 growth,D-(+)-Glucose,1.21,Blattner Laboratory
3389,b3731 mutant Biolog assay,OD600 growth,D-(+)-Glucose,0.37,Blattner Laboratory
3390,b3750 mutant Biolog assay,OD600 growth,D-(+)-Glucose,1.24,Blattner Laboratory
3391,b3751 mutant Biolog assay,OD600 growth,D-(+)-Glucose,1.03,Blattner Laboratory
3392,b3771 mutant Biolog assay,OD600 growth,D-(+)-Glucose,0.16,Blattner Laboratory
3393,b3787 mutant Biolog assay,OD600 growth,D-(+)-Glucose,1.55,Blattner Laboratory
3394,b3789 mutant Biolog assay,OD600 growth,D-(+)-Glucose,1.44,Blattner Laboratory
3395,b3806 mutant Biolog assay,OD600 growth,D-(+)-Glucose,0.65,Blattner Laboratory
3396,b3821 mutant Biolog assay,OD600 growth,D-(+)-Glucose,1.62,Blattner Laboratory
3397,b3829 mutant Biolog assay,OD600 growth,D-(+)-Glucose,0.2,Blattner Laboratory
